family	uniprot_acc	merops	refseq_protein	gene	organism	length	protein_existence
S49	A0A540LGK4				Malus baccata (Siberian crab apple) (Pyrus baccata)	679	Inferred from homology
S49	A0A565B0T7				Arabis nemorensis	675	Inferred from homology
S49	A0A5J5Q902				Gossypium barbadense (Sea Island cotton) (Hibiscus barbadensis)	615	Inferred from homology
S49	A0A5J5QA77				Gossypium barbadense (Sea Island cotton) (Hibiscus barbadensis)	683	Inferred from homology
S49	A0A5N6N539				Mikania micrantha (bitter vine)	609	Inferred from homology
S49	A0A6A4M3B5				Rhododendron williamsianum	967	Inferred from homology
S49	A0A803P9S6			LOC115709737	Cannabis sativa (Hemp) (Marijuana)	519	Inferred from homology
S49	A0A812PKY2			sohB	Symbiodinium natans	472	Inferred from homology
S49	A0A813E0H6				Polarella glacialis (Dinoflagellate)	2021	Inferred from homology
S49	A0A8T0X4Y9				Panicum virgatum (Blackwell switchgrass)	632	Inferred from homology
S49	A0A9P6JBA8				Mortierella alpina (Oleaginous fungus) (Mortierella renispora)	642	Inferred from homology
S49	A0A9Q0K0W5				Protea cynaroides	743	Inferred from homology
S49	A0AA38U865				Centaurea solstitialis (yellow star-thistle)	667	Inferred from homology
S49	A0AA39SBN1				Acer saccharum (Sugar maple)	669	Inferred from homology
S49	A0AAD5D2K9				Ambrosia artemisiifolia (Common ragweed)	1029	Inferred from homology
S49	A0AAD6P039				Salix udensis	672	Inferred from homology
S49	A0AAD7XLU1				Chrysophaeum taylorii	573	Inferred from homology
S49	A0AAD8RF55				Lolium multiflorum (Italian ryegrass) (Lolium perenne subsp. multiflorum)	662	Inferred from homology
S49	A0AAD9XQE6				Dipteronia dyeriana	673	Inferred from homology
S49	A0AAF0WLS0				Daucus carota subsp. sativus (Carrot)	679	Inferred from homology
S49	A0AAQ3L5Y6				Canna indica (Indian-shot)	683	Inferred from homology
S49	A0AAV0LD87				Linum tenue	390	Inferred from homology
S49	A0AAV9EU73				Acorus calamus (Sweet flag)	659	Inferred from homology
S49	A0ABC8V6T8				Urochloa decumbens	670	Inferred from homology
S49	A0ABC9EDU0				Urochloa decumbens	643	Inferred from homology
S49	A0ABD3QUV4				Cyclotella cryptica	754	Inferred from homology
S49	A0ABD3QX38				Stephanodiscus triporus	678	Inferred from homology
S49	C5XZE9				Sorghum bicolor (Sorghum) (Sorghum vulgare)	672	Inferred from homology
S49	D7SIQ7				Vitis vinifera (Grape)	425	Inferred from homology
S49	F0ZIM1		XP_003287257.1		Dictyostelium purpureum (Slime mold)	639	Inferred from homology
S49	I1JWL3		XP_003522978.1	LOC100781522	Glycine max (Soybean) (Glycine hispida)	683	Inferred from homology
S49	K0T411				Thalassiosira oceanica (Marine diatom)	619	Inferred from homology
S49	V4T1M5				Citrus clementina (Clementine) (Citrus deliciosa x Citrus sinensis)	658	Inferred from homology
S49	A0A078B8K6			Contig17476.g18587	Stylonychia lemnae (Ciliate)	450	Inferred from homology
S49	A0A0A0LSI5				Cucumis sativus (Cucumber)	684	Inferred from homology
S49	A0A0D2T521				Gossypium raimondii (Peruvian cotton) (Gossypium klotzschianum subsp. raimondii)	683	Inferred from homology
S49	A0A0D3K416		XP_005782930.1		Emiliania huxleyi (strain CCMP1516)	461	Inferred from homology
S49	A0A176VXB6				Marchantia polymorpha subsp. ruderalis	854	Inferred from homology
S49	A0A1Y2ET97				Leucosporidium creatinivorum	576	Inferred from homology
S49	A0A1Z5JX27				Fistulifera solaris (Oleaginous diatom)	704	Inferred from homology
S49	A0A2K3DAQ7		XP_042920246.1		Chlamydomonas reinhardtii (Chlamydomonas smithii)	770	Inferred from homology
S49	A0A2R6XMI2				Marchantia polymorpha (Common liverwort) (Marchantia aquatica)	737	Inferred from homology
S49	A0A2T7FC14				Panicum hallii var. hallii	672	Inferred from homology
S49	A0A316UUT5		XP_025362285.1		Jaminaea rosea	1039	Inferred from homology
S49	A0A3B6PPU5		XP_044413950.1	LOC123138108	Triticum aestivum (Wheat)	660	Inferred from homology
S49	A0A444X7E3				Arachis hypogaea (Peanut)	669	Inferred from homology
S49	A0A445B3T6				Arachis hypogaea (Peanut)	669	Inferred from homology
S49	A0A448Z8V5				Pseudo-nitzschia multistriata	526	Inferred from homology
S49	A0A448ZI13				Pseudo-nitzschia multistriata	695	Inferred from homology
S49	A0A6P5YBD0		XP_022737702.1	LOC111290593	Durio zibethinus (Durian)	682	Inferred from homology
S49	A0A7J9J9L1				Gossypium armourianum	683	Inferred from homology
S49	A0A835F6R8				Digitaria exilis	671	Inferred from homology
S49	A0A835YS56				Tribonema minus	638	Inferred from homology
S49	A0A9C6T7H5		XP_052111371.1	LOC107470964	Arachis duranensis (Wild peanut)	676	Inferred from homology
S49	A0A9D4YPC1				Pisum sativum (Garden pea) (Lathyrus oleraceus)	680	Inferred from homology
S49	A0A9W6ZKC5				Triparma strigata	704	Inferred from homology
S49	A0A9W7ECW8				Triparma laevis f. longispina	675	Inferred from homology
S49	A0AA36IRJ0				Effrenium voratum	820	Inferred from homology
S49	A0AAE0WD30				Potamilus streckersoni	338	Inferred from homology
S49	A0AAE1VA49				Anisodus tanguticus	676	Inferred from homology
S49	A0AAN7EDQ2				Quercus rubra (Northern red oak) (Quercus borealis)	676	Inferred from homology
S49	A0AAN9FYI0				Crotalaria pallida (Smooth rattlebox) (Crotalaria striata)	670	Inferred from homology
S49	A0AAV0G9H3				Cuscuta epithymum	677	Inferred from homology
S49	A0AAV0YZE6				Vicia faba (Broad bean) (Faba vulgaris)	678	Inferred from homology
S49	A0AAV5EI03			gb09675	Eleusine coracana subsp. coracana	622	Inferred from homology
S49	A0AAW1RX26				Apatococcus lobatus	664	Inferred from homology
S49	A0AAW1SKU5				Elliptochloris bilobata	684	Inferred from homology
S49	A0ABD3GKA8				Riccia sorocarpa	695	Inferred from homology
S49	A0ABD3N684				Cyclotella atomus	692	Inferred from homology
S49	A0ABD3RC67				Cyclostephanos tholiformis	845	Inferred from homology
S49	A9UZC6		XP_001745919.1		Monosiga brevicollis (Choanoflagellate)	1557	Predicted
S49	B9RE86				Ricinus communis (Castor bean)	578	Inferred from homology
S49	G7E4K9		XP_014570509.1	Mo04448	Mixia osmundae (strain CBS 9802 / IAM 14324 / JCM 22182 / KY 12970)	894	Inferred from homology
S49	M4DHG9		XP_009106056.1		Brassica campestris (Field mustard)	669	Inferred from homology
S49	R0IBM4				Capsella rubella	677	Inferred from homology
S49	V4K9N7				Eutrema salsugineum (Saltwater cress) (Sisymbrium salsugineum)	682	Inferred from homology
S49	Q6Z329				Oryza sativa subsp. japonica (Rice)	674	Evidence at protein level
S49	A0A0P0VNY9				Oryza sativa subsp. japonica (Rice)	520	Evidence at protein level
S49	A0A066VI69		XP_013241250.1		Tilletiaria anomala (strain ATCC 24038 / CBS 436.72 / UBC 951)	871	Inferred from homology
S49	A0A087SLC9		XP_011399471.1		Auxenochlorella protothecoides (Green microalga) (Chlorella protothecoides)	651	Inferred from homology
S49	A0A0D2LNM0		XP_013890601.1		Monoraphidium neglectum	82	Inferred from homology
S49	A0A0D6EM20			SPOSA6832_02629	Sporidiobolus salmonicolor (Yeast-like fungus) (Sporobolomyces salmonicolor)	882	Inferred from homology
S49	A0A0K3CI81			FGENESH: predicted gene_10.47	Rhodotorula toruloides (Yeast) (Rhodosporidium toruloides)	928	Inferred from homology
S49	A0A103XYN2				Cynara cardunculus var. scolymus (Globe artichoke) (Cynara scolymus)	1187	Inferred from homology
S49	A0A1E7FH26				Fragilariopsis cylindrus CCMP1102	172	Inferred from homology
S49	A0A1I8JA66				Macrostomum lignano	277	Inferred from homology
S49	A0A1R2BYU2				Stentor coeruleus	244	Inferred from homology
S49	A0A1R2CV84				Stentor coeruleus	268	Predicted
S49	A0A1R3GYV4				Corchorus capsularis (Jute)	240	Inferred from homology
S49	A0A1R3HIB2				Corchorus olitorius	717	Inferred from homology
S49	A0A1R3L2Y1				Corchorus olitorius	427	Inferred from homology
S49	A0A1U7ZVX7		XP_010257856.1	LOC104597827	Nelumbo nucifera (Sacred lotus)	704	Inferred from homology
S49	A0A1Y1WX15				Anaeromyces robustus	717	Inferred from homology
S49	A0A1Y2BI95				Neocallimastix californiae	656	Inferred from homology
S49	A0A200QPZ6				Macleaya cordata (Five-seeded plume-poppy) (Bocconia cordata)	704	Inferred from homology
S49	A0A238F7Q0				Microbotryum intermedium	861	Inferred from homology
S49	A0A251TRC5				Helianthus annuus (Common sunflower)	167	Inferred from homology
S49	A0A251TRV6				Helianthus annuus (Common sunflower)	190	Inferred from homology
S49	A0A2G2WR63				Capsicum baccatum (Peruvian pepper)	774	Inferred from homology
S49	A0A2G5EPA5				Aquilegia coerulea (Rocky mountain columbine)	564	Inferred from homology
S49	A0A2G9FVY0				Handroanthus impetiginosus	341	Inferred from homology
S49	A0A2I0VYT5				Dendrobium catenatum	126	Inferred from homology
S49	A0A2I0XC40				Dendrobium catenatum	302	Inferred from homology
S49	A0A2N5SRM8				Puccinia coronata f. sp. avenae	847	Inferred from homology
S49	A0A2P6RTT4				Rosa chinensis (China rose)	213	Inferred from homology
S49	A0A2P6TR91				Chlorella sorokiniana (Freshwater green alga)	331	Inferred from homology
S49	A0A2R5G2R5				Hondaea fermentalgiana	989	Inferred from homology
S49	A0A2R6PRX4				Actinidia chinensis var. chinensis (Chinese soft-hair kiwi)	696	Inferred from homology
S49	A0A2S4WDU3				Puccinia striiformis	842	Inferred from homology
S49	A0A2V0PK53				Raphidocelis subcapitata	612	Inferred from homology
S49	A0A2V3IG20				Gracilariopsis chorda	1004	Inferred from homology
S49	A0A316W0Y4		XP_025369938.1		Ceraceosorus guamensis	990	Inferred from homology
S49	A0A371ERT0			SPPA	Mucuna pruriens (Velvet bean) (Dolichos pruriens)	231	Inferred from homology
S49	A0A371H4P4			SPPA	Mucuna pruriens (Velvet bean) (Dolichos pruriens)	355	Inferred from homology
S49	A0A383VWV1				Tetradesmus obliquus (Green alga) (Acutodesmus obliquus)	809	Inferred from homology
S49	A0A388JXK6				Chara braunii (Braun's stonewort)	229	Inferred from homology
S49	A0A392N2M5				Trifolium medium	126	Inferred from homology
S49	A0A392UPE2				Trifolium medium	65	Inferred from homology
S49	A0A433QFL8				Jimgerdemannia flammicorona	338	Inferred from homology
S49	A0A453PGT2				Aegilops tauschii subsp. strangulata (Goatgrass)	128	Inferred from homology
S49	A0A453PGV1				Aegilops tauschii subsp. strangulata (Goatgrass)	342	Inferred from homology
S49	A0A484LVU5				Cuscuta campestris	209	Inferred from homology
S49	A0A4D9CYY9				Nannochloropsis salina CCMP1776	295	Inferred from homology
S49	A0A5B8MID5				Chloropicon primus	628	Inferred from homology
S49	A0A5C3EAP1				Ustilago trichophora	948	Inferred from homology
S49	A0A5C5FWK4				Rhodotorula diobovata	895	Inferred from homology
S49	A0A5D2Y2E7				Gossypium mustelinum (Cotton) (Gossypium caicoense)	682	Inferred from homology
S49	A0A5J4Z7N2				Porphyridium purpureum (Red alga) (Porphyridium cruentum)	692	Inferred from homology
S49	A0A5J5BMJ8				Nyssa sinensis	114	Inferred from homology
S49	A0A699ZJ17				Haematococcus lacustris (Green alga) (Haematococcus pluvialis)	215	Inferred from homology
S49	A0A6A2XK71				Hibiscus syriacus (Rose of Sharon)	444	Predicted
S49	A0A6J1AIV1		XP_021286761.1	LOC110418377	Herrania umbratica	711	Inferred from homology
S49	A0A6P6AY32		XP_022769675.1	LOC111313277	Durio zibethinus (Durian)	688	Inferred from homology
S49	A0A6P8J9Z6		XP_031573645.1	LOC116307512	Actinia tenebrosa (Australian red waratah sea anemone)	280	Inferred from homology
S49	A0A6P9EFF8		XP_035547015.1	LOC108997805	Juglans regia (English walnut)	684	Inferred from homology
S49	A0A7J0GN00				Actinidia rufa	439	Inferred from homology
S49	A0A7J7C8H0				Tripterygium wilfordii (Thunder God vine)	636	Inferred from homology
S49	A0A7J7IIC2				Cyanidiococcus yangmingshanensis	729	Inferred from homology
S49	A0A7J8M3L6				Gossypium lobatum	543	Inferred from homology
S49	A0A7J8UNP3				Gossypium klotzschianum	723	Inferred from homology
S49	A0A7J9GVC3				Gossypium harknessii	357	Inferred from homology
S49	A0A803N387				Chenopodium quinoa (Quinoa)	144	Inferred from homology
S49	A0A835DPL9				Tetracentron sinense (Spur-leaf)	755	Inferred from homology
S49	A0A835LLR4				Coptis chinensis	664	Inferred from homology
S49	A0A835TIZ9				Chlamydomonas incerta	750	Inferred from homology
S49	A0A835YG62				Edaphochlamys debaryana	754	Inferred from homology
S49	A0A8B8NGL1		XP_030521610.2	LOC115734812	Rhodamnia argentea	676	Inferred from homology
S49	A0A8J2SRG1				Pelagomonas calceolata	422	Inferred from homology
S49	A0A8J4BB99				Volvox africanus	659	Inferred from homology
S49	A0A8J4BFK6				Volvox africanus	648	Inferred from homology
S49	A0A8J4CS75				Volvox reticuliferus	770	Inferred from homology
S49	A0A8J4FSY2				Volvox reticuliferus	437	Inferred from homology
S49	A0A8J4R2Z8				Castanea mollissima (Chinese chestnut)	698	Inferred from homology
S49	A0A8J5F7Z2				Zingiber officinale (Ginger) (Amomum zingiber)	771	Inferred from homology
S49	A0A8J5W353				Zizania palustris (Northern wild rice)	665	Inferred from homology
S49	A0A8J5XW61				Diacronema lutheri (Unicellular marine alga) (Monochrysis lutheri)	554	Inferred from homology
S49	A0A8S0S1C4				Olea europaea subsp. europaea	410	Inferred from homology
S49	A0A8S1JE06				Ostreobium quekettii	657	Inferred from homology
S49	A0A8S1K641				Paramecium sonneborni	234	Predicted
S49	A0A8S1PXF4				Paramecium sonneborni	310	Predicted
S49	A0A8S1RFL1				Paramecium sonneborni	243	Predicted
S49	A0A8S1T131				Paramecium octaurelia	239	Predicted
S49	A0A8S1TSC0				Paramecium pentaurelia	248	Predicted
S49	A0A8S1TYS7				Paramecium pentaurelia	239	Predicted
S49	A0A8S1V0W7				Paramecium pentaurelia	219	Predicted
S49	A0A8S1Y709				Paramecium pentaurelia	243	Predicted
S49	A0A8S4QID4			jg27271	Pararge aegeria aegeria	450	Inferred from homology
S49	A0A8T2X102				Populus deltoides (Eastern poplar) (Eastern cottonwood)	691	Inferred from homology
S49	A0A8X6LS55			Wcon_01651	Trichonephila clavata (Joro spider) (Nephila clavata)	342	Inferred from homology
S49	A0A8X7XR08				Populus tomentosa (Chinese white poplar)	782	Inferred from homology
S49	A0A8X8ZNI4				Salvia splendens (Scarlet sage)	647	Inferred from homology
S49	A0A8X8ZRR9				Salvia splendens (Scarlet sage)	308	Inferred from homology
S49	A0A9C7PV50				Galdieria partita	844	Inferred from homology
S49	A0A9D4TZ12				Chlorella vulgaris (Green alga)	697	Inferred from homology
S49	A0A9D5APD4				Pisum sativum (Garden pea) (Lathyrus oleraceus)	476	Inferred from homology
S49	A0A9K3L7N3				Nitzschia inconspicua	580	Predicted
S49	A0A9K3NP03				Helianthus annuus (Common sunflower)	288	Inferred from homology
S49	A0A9K3PMG7				Nitzschia inconspicua	546	Predicted
S49	A0A9K3PTZ3				Nitzschia inconspicua	787	Inferred from homology
S49	A0A9N8EJR9				Seminavis robusta	754	Inferred from homology
S49	A0A9P0ZB07				Cuscuta europaea (European dodder)	705	Inferred from homology
S49	A0A9P1FCI2				Cladocopium goreaui	1230	Inferred from homology
S49	A0A9P3H1D4				Entomortierella parvispora	687	Inferred from homology
S49	A0A9P5SRP1				Podila minutissima	674	Inferred from homology
S49	A0A9P6QEA7				Mortierella polycephala	694	Inferred from homology
S49	A0A9P6UKL8				Linnemannia gamsii	680	Inferred from homology
S49	A0A9P6V0R8				Dissophora globulifera	629	Inferred from homology
S49	A0A9P7XSH1				Linnemannia hyalina	680	Inferred from homology
S49	A0A9Q3GKW1				Austropuccinia psidii MF-1	849	Inferred from homology
S49	A0A9W6ZMU9				Triparma laevis f. longispina	328	Inferred from homology
S49	A0A9W7E5L3				Triparma retinervis	313	Inferred from homology
S49	A0A9W7GA55				Triparma retinervis	251	Inferred from homology
S49	A0A9W8H9C5				Coemansia javaensis	682	Inferred from homology
S49	A0A9W8I0Y7				Coemansia guatemalensis	782	Inferred from homology
S49	A0A9X0CD47				Desmophyllum pertusum	277	Inferred from homology
S49	A0AA35WEP2				Geodia barretti (Barrett's horny sponge)	281	Inferred from homology
S49	A0AA36FN99				Mesorhabditis spiculigera	420	Inferred from homology
S49	A0AA39DCF8				Vitis rotundifolia (Muscadine grape)	686	Inferred from homology
S49	A0AA41VDD8				Papaver nudicaule (Iceland poppy)	698	Inferred from homology
S49	A0AA86T6R0				Sphenostylis stenocarpa	322	Inferred from homology
S49	A0AAD1YN04				Fraxinus pennsylvanica	682	Inferred from homology
S49	A0AAD3RXE0				Nepenthes gracilis (Slender pitcher plant)	544	Inferred from homology
S49	A0AAD3TCC3				Nepenthes gracilis (Slender pitcher plant)	323	Inferred from homology
S49	A0AAD4P296				Perilla frutescens var. hirtella (Perilla citriodora) (Perilla setoyensis)	683	Inferred from homology
S49	A0AAD5C6J0				Ambrosia artemisiifolia (Common ragweed)	689	Inferred from homology
S49	A0AAD5DTH3				Chlorella ohadii	306	Inferred from homology
S49	A0AAD5E2V4		XP_051440460.1		Umbelopsis ramanniana AG	699	Inferred from homology
S49	A0AAD6LN27				Populus alba x Populus x berolinensis	324	Inferred from homology
S49	A0AAD8W406				Lolium multiflorum (Italian ryegrass) (Lolium perenne subsp. multiflorum)	652	Inferred from homology
S49	A0AAD8YJB2				Skeletonema marinoi	1196	Inferred from homology
S49	A0AAD9REV0				Odynerus spinipes	184	Inferred from homology
S49	A0AAE1YB10				Sesamum alatum	651	Inferred from homology
S49	A0AAF0J799				Malassezia nana	649	Inferred from homology
S49	A0AAN7IEN8				Quercus rubra (Northern red oak) (Quercus borealis)	643	Inferred from homology
S49	A0AAN7JPH8				Trapa incisa	693	Inferred from homology
S49	A0AAN8UXL9				Dillenia turbinata	328	Inferred from homology
S49	A0AAN8Z578				Dillenia turbinata	183	Inferred from homology
S49	A0AAN9J5G9				Crotalaria pallida (Smooth rattlebox) (Crotalaria striata)	378	Inferred from homology
S49	A0AAN9M8S2				Phaseolus coccineus (Scarlet runner bean) (Phaseolus multiflorus)	654	Inferred from homology
S49	A0AAN9Q7G6				Canavalia gladiata (Sword bean) (Dolichos gladiatus)	724	Inferred from homology
S49	A0AAN9S737				Psophocarpus tetragonolobus (Winged bean) (Dolichos tetragonolobus)	650	Inferred from homology
S49	A0AAP0DXC7				Deinandra increscens subsp. villosa	701	Inferred from homology
S49	A0AAP0ECY8				Stephania japonica	590	Inferred from homology
S49	A0AAQ3TM86				Paspalum notatum var. saurae	741	Inferred from homology
S49	A0AAU9JC49				Blepharisma stoltei	247	Inferred from homology
S49	A0AAU9JVY4				Blepharisma stoltei	280	Inferred from homology
S49	A0AAV0D9V5				Cuscuta epithymum	537	Inferred from homology
S49	A0AAV0G7C2				Cuscuta epithymum	362	Inferred from homology
S49	A0AAV0LC32				Linum tenue	353	Inferred from homology
S49	A0AAV0LCP0				Linum tenue	599	Inferred from homology
S49	A0AAV0LCX9				Linum tenue	693	Inferred from homology
S49	A0AAV0QG66				Linum tenue	220	Inferred from homology
S49	A0AAV1DZR4				Oldenlandia corymbosa var. corymbosa	669	Inferred from homology
S49	A0AAV1E1R1				Oldenlandia corymbosa var. corymbosa	702	Inferred from homology
S49	A0AAV1IIQ6				Coccomyxa viridis	578	Inferred from homology
S49	A0AAV1IIT4				Coccomyxa viridis	673	Inferred from homology
S49	A0AAV2G2F3				Linum trigynum	710	Inferred from homology
S49	A0AAV4FV34				Elysia marginata	412	Inferred from homology
S49	A0AAV6J5H2				Rhododendron griersonianum	360	Inferred from homology
